TITLE = "2 species of PNP-Steric with high order term" 
VARIABLES = "X" "Conc1" "Conc2" "phi" "Current_x""I_ext" "I_PNP" "CURRENT" "ENERGY" "
ZONE T="3.0491e-05", I=11
-7.844835e-01 2.974218e+00 2.974214e+00 -5.719828e-05 -1.040354e-03 0 -1.040354e-03 -1.798619e-14 1.283426e+01 
-5.652353e-01 3.017290e+00 3.017293e+00 -5.727680e-05 4.000051e-04 0 4.000051e-04 -1.798619e-14 1.283426e+01 
-2.957581e-01 2.986880e+00 2.986878e+00 -5.720547e-05 -1.441403e-04 0 -1.441403e-04 -1.798619e-14 1.283426e+01 
0 3.011962e+00 3.011964e+00 -5.727351e-05 8.188707e-15 0 8.188707e-15 -1.798619e-14 1.283426e+01 
2.957581e-01 2.986880e+00 2.986878e+00 -5.720547e-05 1.441403e-04 0 1.441403e-04 -1.798619e-14 1.283426e+01 
5.652353e-01 3.017290e+00 3.017293e+00 -5.727680e-05 -4.000051e-04 0 -4.000051e-04 -1.798619e-14 1.283426e+01 
7.844835e-01 2.974218e+00 2.974214e+00 -5.719828e-05 1.040354e-03 0 1.040354e-03 -1.798619e-14 1.283426e+01 
9.340014e-01 2.919377e+00 2.919377e+00 -5.729680e-05 -5.016467e-03 0 -5.016467e-03 -1.798619e-14 1.283426e+01 
1 5.531826e-01 5.531011e-01 -5.736801e-05 2.979876e-03 0 2.979876e-03 -1.798619e-14 1.283426e+01 
ZONE T="0.00045736", I=11
-1 5.406113e-01 5.405326e-01 -5.700264e-05 -2.980193e-03 0 -2.980193e-03 -7.770409e-16 1.282528e+01 
-9.340014e-01 2.913191e+00 2.913191e+00 -5.692649e-05 4.939095e-03 0 4.939095e-03 -7.770409e-16 1.282528e+01 
-7.844835e-01 2.970770e+00 2.970765e+00 -5.681732e-05 -1.020633e-03 0 -1.020633e-03 -7.770409e-16 1.282528e+01 
-5.652353e-01 3.019467e+00 3.019470e+00 -5.690420e-05 3.967063e-04 0 3.967063e-04 -7.770409e-16 1.282528e+01 
-2.957581e-01 2.985244e+00 2.985242e+00 -5.682515e-05 -1.427453e-04 0 -1.427453e-04 -7.770409e-16 1.282528e+01 
0 3.013451e+00 3.013453e+00 -5.690056e-05 5.015946e-16 0 5.015946e-16 -7.770409e-16 1.282528e+01 
2.957581e-01 2.985244e+00 2.985242e+00 -5.682515e-05 1.427453e-04 0 1.427453e-04 -7.770409e-16 1.282528e+01 
5.652353e-01 3.019467e+00 3.019470e+00 -5.690420e-05 -3.967063e-04 0 -3.967063e-04 -7.770409e-16 1.282528e+01 
7.844835e-01 2.970770e+00 2.970765e+00 -5.681732e-05 1.020633e-03 0 1.020633e-03 -7.770409e-16 1.282528e+01 
9.340014e-01 2.913191e+00 2.913191e+00 -5.692649e-05 -4.939095e-03 0 -4.939095e-03 -7.770409e-16 1.282528e+01 
1 5.406113e-01 5.405326e-01 -5.700264e-05 2.980193e-03 0 2.980193e-03 -7.770409e-16 1.282528e+01 
ZONE T="0.00048785", I=11
-1 5.306129e-01 5.305369e-01 -5.653481e-05 -2.960629e-03 0 -2.960629e-03 -1.460878e-14 1.281640e+01 
-9.340014e-01 2.907052e+00 2.907052e+00 -5.645383e-05 4.849514e-03 0 4.849514e-03 -1.460878e-14 1.281640e+01 
-7.844835e-01 2.967262e+00 2.967257e+00 -5.633414e-05 -9.982867e-04 0 -9.982867e-04 -1.460878e-14 1.281640e+01 
-5.652353e-01 3.021674e+00 3.021677e+00 -5.642925e-05 3.923998e-04 0 3.923998e-04 -1.460878e-14 1.281640e+01 
-2.957581e-01 2.983585e+00 2.983583e+00 -5.634257e-05 -1.409875e-04 0 -1.409875e-04 -1.460878e-14 1.281640e+01 
0 3.014960e+00 3.014962e+00 -5.642527e-05 1.254603e-15 0 1.254603e-15 -1.460878e-14 1.281640e+01 
2.957581e-01 2.983585e+00 2.983583e+00 -5.634257e-05 1.409875e-04 0 1.409875e-04 -1.460878e-14 1.281640e+01 
5.652353e-01 3.021674e+00 3.021677e+00 -5.642925e-05 -3.923998e-04 0 -3.923998e-04 -1.460878e-14 1.281640e+01 
7.844835e-01 2.967262e+00 2.967257e+00 -5.633414e-05 9.982867e-04 0 9.982867e-04 -1.460878e-14 1.281640e+01 
9.340014e-01 2.907052e+00 2.907052e+00 -5.645383e-05 -4.849514e-03 0 -4.849514e-03 -1.460878e-14 1.281640e+01 
1 5.306129e-01 5.305369e-01 -5.653481e-05 2.960629e-03 0 2.960629e-03 -1.460878e-14 1.281640e+01 
ZONE T="0.00051834", I=11
-1 5.226210e-01 5.225472e-01 -5.598447e-05 -2.927535e-03 0 -2.927535e-03 -1.385341e-14 1.280760e+01 
-9.340014e-01 2.900955e+00 2.900955e+00 -5.589877e-05 4.752387e-03 0 4.752387e-03 -1.385341e-14 1.280760e+01 
-7.844835e-01 2.963710e+00 2.963704e+00 -5.576874e-05 -9.743517e-04 0 -9.743517e-04 -1.385341e-14 1.280760e+01 
-5.652353e-01 3.023901e+00 3.023905e+00 -5.587190e-05 3.874376e-04 0 3.874376e-04 -1.385341e-14 1.280760e+01 
-2.957581e-01 2.981909e+00 2.981907e+00 -5.577772e-05 -1.389961e-04 0 -1.389961e-04 -1.385341e-14 1.280760e+01 
0 3.016485e+00 3.016487e+00 -5.586758e-05 4.016735e-15 0 4.016735e-15 -1.385341e-14 1.280760e+01 
2.957581e-01 2.981909e+00 2.981907e+00 -5.577772e-05 1.389961e-04 0 1.389961e-04 -1.385341e-14 1.280760e+01 
5.652353e-01 3.023901e+00 3.023905e+00 -5.587190e-05 -3.874376e-04 0 -3.874376e-04 -1.385341e-14 1.280760e+01 
7.844835e-01 2.963710e+00 2.963704e+00 -5.576874e-05 9.743517e-04 0 9.743517e-04 -1.385341e-14 1.280760e+01 
9.340014e-01 2.900955e+00 2.900955e+00 -5.589877e-05 -4.752387e-03 0 -4.752387e-03 -1.385341e-14 1.280760e+01 
1 5.226210e-01 5.225472e-01 -5.598447e-05 2.927535e-03 0 2.927535e-03 -1.385341e-14 1.280760e+01 
ZONE T="0.00054883", I=11
-1 5.161977e-01 5.161260e-01 -5.536855e-05 -2.885503e-03 0 -2.885503e-03 -2.773755e-15 1.279888e+01 
-9.340014e-01 2.894895e+00 2.894896e+00 -5.527824e-05 4.651205e-03 0 4.651205e-03 -2.773755e-15 1.279888e+01 
-7.844835e-01 2.960125e+00 2.960118e+00 -5.513805e-05 -9.496039e-04 0 -9.496039e-04 -2.773755e-15 1.279888e+01 
-5.652353e-01 3.026144e+00 3.026147e+00 -5.524910e-05 3.820859e-04 0 3.820859e-04 -2.773755e-15 1.279888e+01 
-2.957581e-01 2.980222e+00 2.980219e+00 -5.514754e-05 -1.368687e-04 0 -1.368687e-04 -2.773755e-15 1.279888e+01 
0 3.018020e+00 3.018022e+00 -5.524444e-05 6.781671e-15 0 6.781671e-15 -2.773755e-15 1.279888e+01 
2.957581e-01 2.980222e+00 2.980219e+00 -5.514754e-05 1.368687e-04 0 1.368687e-04 -2.773755e-15 1.279888e+01 
5.652353e-01 3.026144e+00 3.026147e+00 -5.524910e-05 -3.820859e-04 0 -3.820859e-04 -2.773755e-15 1.279888e+01 
